LCIA score; Inventory amount; Biosphere flow
-9.261359098717397;-9.261359098717401;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
5.1036583186367475;5.103658318636748;'Carbon dioxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))
-3.8085563525056707;-0.13363355622826914;'Methane, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-3.2304227435204234;-3.230422743520418;'Carbon dioxide, fossil' (kilogram, None, ('air',))
-1.795939570929136;-0.006782249447584091;'Dinitrogen monoxide' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-1.5958848022376342;-1.5958848022376348;'Carbon dioxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.9982455060580417;-0.003769809486692684;'Dinitrogen monoxide' (kilogram, None, ('air', 'urban air close to ground'))
0.7405320076172727;0.7405320076172727;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air',))
-0.21838134238772816;-0.007662503241674672;'Methane, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.16968690737960168;-0.04177011447718538;'Carbon monoxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.11026006023082079;-0.003712459845065293;'Methane, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.08967920429256172;0.0030195017504668275;'Methane, fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.08111435086359757;-0.0027311228545426336;'Methane, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.05403554797178363;-0.013301385825658414;'Carbon monoxide, fossil' (kilogram, None, ('air',))
-0.046675649689754885;-0.00017626756737710943;'Dinitrogen monoxide' (kilogram, None, ('air',))
-0.03444702056125348;-1.4654053633504784e-06;'Sulfur hexafluoride' (kilogram, None, ('air',))
-0.020230724651146115;0.02023072465114611;'Carbon dioxide, to soil or biomass stock' (kilogram, None, ('soil',))
-0.018028105654685954;-0.004437796932196011;'Carbon monoxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.007337104136431928;0.0018061009210580561;'Carbon monoxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.002762866250816927;-9.302579730114055e-05;'Methane, fossil' (kilogram, None, ('air',))
-0.0020215415229859752;-0.0008115381670277883;'Carbon monoxide, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.0014058959714840398;-1.1340062373443018e-07;'Methane, trifluoro-, HFC-23' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.0012466702766982987;-7.064770621649902e-07;'Methane, chlorodifluoro-, HCFC-22' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.0007469813405122237;7.295285107801074e-08;'Methane, dichlorodifluoro-, CFC-12' (kilogram, None, ('air', 'urban air close to ground'))
0.0005728996332452326;8.646523271258561e-08;'Methane, tetrafluoro-, R-14' (kilogram, None, ('air',))
