LCIA score; Supply amount; Activity
2.1181840578218076; 0.4439556120853778; 'soybean production' (kilogram, RoW, None)
1.1942418452607226; 0.02245751675000898; 'clear-cutting, secondary forest to arable land, annual crop' (kilogram, AR, None)
0.5776059624351153; 4.976887786647617; 'heat and power co-generation, natural gas, 200kW electrical, lean burn' (megajoule, RoW, None)
0.3270369663139982; 5.5386108313372935; 'heat production, natural gas, at industrial furnace >100kW' (megajoule, Europe without Switzerland, None)
-0.3228559306815276; -0.5474013205947577; 'palm fruit bunch production' (kilogram, MY, None)
-0.2373071073947596; -0.16479659580904357; 'ammonia production, steam reforming, liquid' (kilogram, RER w/o RU, None)
0.23726741539600824; 0.0051408138893485784; 'clear-cutting, primary forest to arable land, annual crop' (kilogram, BR-MT, None)
0.2150101166194213; 1.7887094381746984; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, RU, None)
0.20500229419591723; 0.8017373923189149; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, RoW, None)
-0.20178041200367222; -0.14012528054558288; 'ammonia production, steam reforming, liquid' (kilogram, RU, None)
0.197988371957465; 0.011386167531816925; 'natural gas venting from petroleum/natural gas production' (cubic meter, GLO, None)
0.18608954818164788; 1.100692137081517; 'maize grain production, rainfed' (kilogram, RoW, None)
-0.17512695845901755; -0.6387193645372778; 'palm fruit bunch production' (kilogram, RoW, None)
0.13780980514916163; 0.4938650309744491; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, US-SERC, None)
0.12303073509347981; 0.12589787512664702; 'heat and power co-generation, lignite' (megajoule, RoW, None)
-0.12050195897404026; -0.0026614862189324956; 'clear-cutting, secondary forest to arable land, perennial crop' (kilogram, MY, None)
-0.1069332964791869; -1.8267002496290385; 'heat production, natural gas, at boiler modulating >100kW' (megajoule, RoW, None)
0.1067784460489406; 0.0014858677686602746; 'clear-cutting, primary forest to arable land, annual crop' (kilogram, AR, None)
0.10182486142542399; 0.45847725660032257; 'soybean production' (kilogram, US, None)
-0.0982052520094625; -1.677602433171822; 'heat production, natural gas, at boiler modulating >100kW' (megajoule, Europe without Switzerland, None)
0.09545398461417656; 7.191306584079424e-05; 'land use change, annual crop' (hectare, AR, None)
0.09278641298707963; 0.3911952952843083; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, US-WECC, None)
0.09196047601061665; 1.361754575237864; 'sweet gas, burned in gas turbine' (megajoule, GLO, None)
0.09055742664348003; 0.7834700469899413; 'heat production, at hard coal industrial furnace 1-10MW' (megajoule, Europe without Switzerland, None)
0.07931115387876106; 0.3343824732750634; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, US-TRE, None)
