LCIA score; Inventory amount; Biosphere flow
5.449326987768235;5.449326987768232;'Carbon dioxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))
-3.7603743458055967;-0.13194295950195087;'Methane, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-3.011850720738262;-3.01185072073826;'Carbon dioxide, fossil' (kilogram, None, ('air',))
-1.2902361388380457;-0.004872493196060133;'Dinitrogen monoxide' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.9914850237356357;-0.0037442789631501727;'Dinitrogen monoxide' (kilogram, None, ('air', 'urban air close to ground'))
-0.8922665032798317;-0.8922665032798318;'Carbon dioxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.3820167882062049;-0.013404097831796663;'Methane, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
0.10823636279583915;0.0036443218860418305;'Methane, fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.04958360633050892;-0.012205496255428966;'Carbon monoxide, fossil' (kilogram, None, ('air',))
-0.04781827328372388;-0.00018058261135989968;'Dinitrogen monoxide' (kilogram, None, ('air',))
-0.032848746238637476;-1.3974134230808676e-06;'Sulfur hexafluoride' (kilogram, None, ('air',))
-0.024954690948157818;-0.024954690948157835;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.012442252043191082;-0.0030627836892297617;'Carbon monoxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.00958374432205262;0.0023591336752733783;'Carbon monoxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))
0.004752364255219772;0.004752364255219771;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air',))
0.0028339451098480547;9.541902481646722e-05;'Methane, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.0025647144110747646;-8.635401835662885e-05;'Methane, fossil' (kilogram, None, ('air',))
-0.0016998369596427333;-0.0006823914101140736;'Carbon monoxide, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.001241492866080285;-1.0013974592070168e-07;'Methane, trifluoro-, HFC-23' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.0011549126050384908;-6.544787980554106e-07;'Methane, chlorodifluoro-, HCFC-22' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.001030343390696971;1.5550521571437832e-07;'Methane, tetrafluoro-, R-14' (kilogram, None, ('air',))
0.0004960150470089548;4.459165804721545e-08;'Ethane, hexafluoro-, HFC-116' (kilogram, None, ('air', 'urban air close to ground'))
-0.00048603391197436633;-0.00011964206582860979;'Carbon monoxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.00023233569333100035;-7.822750416253048e-06;'Methane, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.00016957329782836298;-6.807438864437394e-05;'Carbon monoxide, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
