bread @ global warming potential (GWP100) @ -26.19
11.451141894301188
8.447820539460517
0.5655665733102966
0.029769805657052513
-0.029536676257193584
-0.8111712648047273
-1.107606916985509
-1.5112731548151084
-1.6442977952153282
-1.7597758331141176
-2.358887679682733
-2.4325520760530543
-3.4841428037423565
-3.6040880126490933
-3.6142267156836736
-3.6547172988604246
-3.7136156482624925
-3.8580478730463676
-3.993541117512788
-4.046423111584068
-4.177067352856949
-4.240693830039664
-4.298639190509965
-4.363859200171884
-4.845760473732579
-4.848615484788435
-5.4384318689280615
-5.641049664648305
-5.7078918087368375
-5.763738091404382
-5.8904075815581525
-6.185574647359367
-6.517142970121394
-6.943696625395763
-7.022287617112397
-7.035759871611935
-7.262543949271799
-7.325445669742298
-7.33831971813463
-7.505866268284532
-7.508300849355826
-7.5722139414403635
-7.672706553896154
-7.710640417978511
-7.738666466716705
-7.887502641709299
-7.960746208749864
-7.979422414073871
-7.982976053658234
-8.06111785914707
-8.191849740704033
-8.259551431281437
-8.277915236548312
-8.398470021518008
-8.550060321538355
-8.672091966591033
-8.834754942572848
-9.088172934633967
-9.155810560989892
-9.221958037389005
-9.253768004636036
-9.454540583900314
-9.607713087800793
-9.6654816255733
-9.845793780834164
-10.022705293005187
-10.079341801826203
-10.134941852811838
-10.162677178505536
-10.34588512453209
-10.476440016308127
-10.514621014694026
-10.625621735478594
-10.698542923963341
-10.767652512915983
-10.832608737902355
-10.85389764633159
-10.864207504023284
-11.1675703501826
-11.244110105084228
-11.45765862935649
-11.579923662815169
-11.589961119944489
-11.701924807985993
-11.722668995131873
-11.751471925070273
-11.820528555929947
-11.905336497102379
-12.134178096363696
-12.140733212408758
-12.208923194843678
-12.269628249426054
-12.371898900850054
-12.526075924926278
-12.553735926258755
-12.588139322798398
-12.594925371393899
-12.61558829036169
-12.616352964354313
-12.63410392484975
-12.634516101478841
-12.722334706973065
-12.724202747115452
-12.776066932196201
-12.834982417969176
-12.851689412847856
-12.9367157297815
-13.116855895671755
-13.13473914534666
-13.147635454893452
-13.187693462556808
-13.240194578537501
-13.338734972533748
-13.393385718170364
-13.428402967871223
-13.518885724890275
-13.53634611123848
-13.58377406749116
-13.603624985191367
-13.608314912260468
-13.630940567006746
-13.637611585994577
-13.63933824953606
-13.644108960105575
-13.744604206083876
