LCIA score; Inventory amount; Biosphere flow
3.4339463748883765;3.433946374888377;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
2.1982441204699645;2.1982441204699628;'Carbon dioxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
1.3981407461683661;1.398140746168367;'Carbon dioxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))
0.6038433574799958;0.002280375322192632;'Dinitrogen monoxide' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.47739837922445716;0.4773983792244573;'Carbon dioxide, fossil' (kilogram, None, ('air',))
0.4015443885557119;0.013520012735379153;'Methane, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.2962726810350948;-0.2962726810350948;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air',))
0.08169796099381448;0.020110763027993524;'Carbon monoxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.07473477611363492;0.0002822310406300532;'Dinitrogen monoxide' (kilogram, None, ('air', 'urban air close to ground'))
0.03905355563208754;0.001314934499288624;'Methane, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.03387348522365056;-0.0011885433411807222;'Methane, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
0.03276332852435795;0.00110314234621977;'Methane, fossil' (kilogram, None, ('air', 'urban air close to ground'))
0.01923514996256463;0.0006749175425461276;'Methane, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.012695850233196743;5.400921972609617e-07;'Sulfur hexafluoride' (kilogram, None, ('air',))
0.010036506131870397;0.002470585483306388;'Carbon monoxide, fossil' (kilogram, None, ('air',))
0.0080938239085024;-0.008093823908502402;'Carbon dioxide, to soil or biomass stock' (kilogram, None, ('soil',))
0.007631364258273735;0.0018785359672570342;'Carbon monoxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))
0.007560585705064286;0.0018611131247069333;'Carbon monoxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.002055761143995572;0.0008252754700684364;'Carbon monoxide, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.0017829653390229153;-6.733253101268657e-06;'Dinitrogen monoxide' (kilogram, None, ('air',))
0.0009436775164355557;7.61177364033473e-08;'Methane, trifluoro-, HFC-23' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.0006109873825629203;2.0571965214402558e-05;'Methane, fossil' (kilogram, None, ('air',))
0.00035749201592792955;6.138544488047321e-08;'Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113' (kilogram, None, ('air', 'low population density, long-term'))
-0.0002760504376397606;-2.696006630278551e-08;'Methane, dichlorodifluoro-, CFC-12' (kilogram, None, ('air', 'urban air close to ground'))
0.00023454078138956307;9.41552739124576e-05;'Carbon monoxide, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
