LCIA score; Inventory amount; Biosphere flow
-18.497657554901764;-18.497657554901764;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
4.854853527768835;4.854853527768837;'Carbon dioxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))
-3.856841634204627;-0.1353277766387588;'Methane, non-fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-3.4934250543103733;-3.4934250543103764;'Carbon dioxide, fossil' (kilogram, None, ('air',))
-2.3015667987544055;-0.008691717918634722;'Dinitrogen monoxide' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-2.289278362390021;-2.2892783623900197;'Carbon dioxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
1.4765059944686207;1.4765059944686205;'Carbon dioxide, from soil or biomass stock' (kilogram, None, ('air',))
-1.0071417562372522;-0.0038034055991901182;'Dinitrogen monoxide' (kilogram, None, ('air', 'urban air close to ground'))
-0.33888274104750754;-0.0834193462918776;'Carbon monoxide, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.21924380569486207;-0.00769276511210043;'Methane, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.2180077099890089;-0.007340326747097116;'Methane, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
-0.16199395689052903;-0.005454341842733886;'Methane, from soil or biomass stock' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.0716330288575891;0.0024118864315645044;'Methane, fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.05907633921596391;-0.014542226563323442;'Carbon monoxide, fossil' (kilogram, None, ('air',))
-0.04625505080436162;-0.00017467920293306696;'Dinitrogen monoxide' (kilogram, None, ('air',))
-0.04033702647967154;0.04033702647967154;'Carbon dioxide, to soil or biomass stock' (kilogram, None, ('soil',))
-0.036142841929932196;-1.5375470373895216e-06;'Sulfur hexafluoride' (kilogram, None, ('air',))
-0.0234383902861644;-0.0057695921301924;'Carbon monoxide, fossil' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.005276881399949502;0.0012989566700354485;'Carbon monoxide, fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.0029937293412331915;-0.00010079896512894553;'Methane, fossil' (kilogram, None, ('air',))
-0.0023051712134416697;-0.0009253999484900288;'Carbon monoxide, non-fossil' (kilogram, None, ('air', 'urban air close to ground'))
-0.0015565634315251235;-1.2555357408900424e-07;'Methane, trifluoro-, HFC-23' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.0014932942703079714;1.458404227911788e-07;'Methane, dichlorodifluoro-, CFC-12' (kilogram, None, ('air', 'urban air close to ground'))
-0.0013304826370591925;-7.539727883626937e-07;'Methane, chlorodifluoro-, HCFC-22' (kilogram, None, ('air', 'non-urban air or from high stacks'))
0.00043965291919290973;3.95247135149034e-08;'Ethane, hexafluoro-, HFC-116' (kilogram, None, ('air', 'urban air close to ground'))
