LCIA score; Supply amount; Activity
2.1182400574270224; 0.4439673491858048; 'soybean production' (kilogram, RoW, None)
1.1942727883782376; 0.02245809863012199; 'clear-cutting, secondary forest to arable land, annual crop' (kilogram, AR, None)
0.5787641380152906; 4.986867098279835; 'heat and power co-generation, natural gas, 200kW electrical, lean burn' (megajoule, RoW, None)
0.3277477476337256; 5.550648434182393; 'heat production, natural gas, at industrial furnace >100kW' (megajoule, Europe without Switzerland, None)
-0.32281688178135465; -0.5473351132945623; 'palm fruit bunch production' (kilogram, MY, None)
-0.23729099055337657; -0.1647854035585279; 'ammonia production, steam reforming, liquid' (kilogram, RER w/o RU, None)
0.23727125067481508; 0.0051408969873775546; 'clear-cutting, primary forest to arable land, annual crop' (kilogram, BR-MT, None)
0.22138547181385182; 0.012731717758275191; 'natural gas venting from petroleum/natural gas production' (cubic meter, GLO, None)
0.21544124005434817; 1.7922960347925538; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, RU, None)
0.20541335063656865; 0.8033449807613584; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, RoW, None)
-0.2017665100202141; -0.14011562639078726; 'ammonia production, steam reforming, liquid' (kilogram, RU, None)
0.18608957362327308; 1.1006922875649647; 'maize grain production, rainfed' (kilogram, RoW, None)
-0.1751057771379744; -0.6386421124680602; 'palm fruit bunch production' (kilogram, RoW, None)
0.13808613185181476; 0.49485529502291165; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, US-SERC, None)
0.1239188952716345; 0.12680673321903196; 'heat and power co-generation, lignite' (megajoule, RoW, None)
-0.1204873844579188; -0.002661164316499248; 'clear-cutting, secondary forest to arable land, perennial crop' (kilogram, MY, None)
-0.10689013188128915; -1.8259628854557541; 'heat production, natural gas, at boiler modulating >100kW' (megajoule, RoW, None)
0.10678121270631175; 0.001485906267881483; 'clear-cutting, primary forest to arable land, annual crop' (kilogram, AR, None)
0.10182755342568704; 0.45848937761750924; 'soybean production' (kilogram, US, None)
0.10058990213034792; 1.4895394781657754; 'sweet gas, burned in gas turbine' (megajoule, GLO, None)
-0.0981982759582698; -1.6774832639806094; 'heat production, natural gas, at boiler modulating >100kW' (megajoule, Europe without Switzerland, None)
0.09545645785179997; 7.19149291270758e-05; 'land use change, annual crop' (hectare, AR, None)
0.09297246189357056; 0.39197969307024466; 'heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical' (megajoule, US-WECC, None)
0.09058634591266074; 0.7837202460296416; 'heat production, at hard coal industrial furnace 1-10MW' (megajoule, Europe without Switzerland, None)
0.08066004671368322; 0.05210844241603222; 'electricity production, lignite' (kilowatt hour, UA, None)
