bread @ global warming potential (GWP100) @ -26.19,corn @ global warming potential (GWP100) @ 7.18,corn @ global warming potential (GWP100) @ 6.7,bread @ global warming potential (GWP100) @ -4.93,corn @ global warming potential (GWP100) @ 9.66,corn @ global warming potential (GWP100) @ 9.18
-17.67195489216497,12.184253616517775,-0.378024248252597,-3.154026091728078,23.086143239399544,17.645334646836808
-34.90134777857373,8.915644725547116,11.464065736639183,10.93494094723111,23.938413819253647,18.23782936123195
-69.85116363518179,14.447092125952512,2.469236151557248,-23.206003042575205,13.334310557844994,14.465700113976624
-17.683549334046944,0.6999225589622939,7.259940563056041,-9.897218521402804,16.413614650753505,12.69571185000406
-32.34773806795785,11.13781093415038,8.948858711637335,-19.10179120592236,2.895492940008842,5.932236135957839
-21.205615878800604,1.157754221519569,2.2219951167502723,-16.9693001456916,29.313105764536605,8.997973772942853
-22.373132391542143,1.9135771090422933,0.7045382042557091,-9.594681639741484,23.84426294892344,7.23660492013818
-48.747922330070864,3.6707957911318143,4.099634013437023,-19.116233792849904,5.580744682342293,12.644255824635847
-33.17918550809928,8.811102726089285,4.235523912664755,-10.74838602851194,14.02374653619896,14.35805840701451
-29.79984894535839,7.445198503546006,6.828139195845646,-8.465896548573562,8.024453209637567,23.69179551321079
-19.55198986809792,15.148658850418247,4.432183473359922,-4.626001965477231,9.451871644418066,9.867507719402884
-28.54000994705435,15.556992814339855,24.222171707764435,-2.5041885938041126,13.852289352970322,7.246024907704621
-45.749294052669214,0.5163587161662507,5.012809973944606,-5.640314506264599,13.890891623215126,12.291310683839384
-53.69792131465223,3.237646858342909,6.586560852655066,8.876944445539632,11.981802705797184,24.062259837225902
-24.90162520800982,17.235058800929913,-0.7697473958125787,7.079444975460992,6.4282526931290125,5.760770770578368
-12.2408785868729,6.421734729197665,17.10214822232923,-7.126213156778942,4.368111066146252,4.383186659159344
-27.38845589461169,10.082657723358858,3.5606618599776536,-15.05133778964856,18.923918157576267,14.113623713018786
-29.393557737367107,4.0768782790251175,7.045746372273545,-9.91744731364712,3.1139264888640312,21.71298917564234
-5.984205200783423,4.534582083186212,10.66197984676374,2.44644690035555,6.0647952779014815,13.040010613316987
-4.857816252637949,5.262160031349791,9.562706904120052,-2.2933313781699924,8.636088505577034,5.295298355091108
-41.73451830852965,9.474650639082412,27.72745482598662,-1.647548458384562,9.954393154694152,10.236598115083128
-27.470025946874973,9.435372811390506,8.541114918562304,-9.012084933143008,8.964153375330635,9.77839183726669
-24.635148113353644,8.160094162881723,1.5229155285529397,-12.95749632364672,11.840142745230365,4.854708242929114
-17.8880622976668,0.390111206499462,9.043580159360976,-17.154038123363744,15.594272096269254,11.846806577956727
-37.1034421901363,16.773406185914325,18.80945195483295,-24.420237235873564,9.627107495765346,21.659570516452593
-33.03881269233759,13.660395806119592,4.034421515611844,-1.7431753413426918,8.351200354118305,8.934345644895608
-23.98487933551425,-0.526563477387693,5.779800326904631,-3.863744524804174,7.662826544272368,14.880918579119381
-23.49022359853169,5.203435703120668,16.880087928227496,9.68110353139704,4.4432359299812205,7.421974079809888
-9.80838569465242,5.948971243717316,9.78084924292503,8.402593144704145,10.560213778448384,5.234425576371431
-33.05562714609091,5.470526205619066,9.800194318573713,-14.326738533861729,5.09289687225112,26.90900734439041
-28.829043011699547,-0.2422982860208973,4.555566197508243,-2.718142287942091,8.264689608456791,8.325694651655484
-24.42148096087937,3.2611280092243344,16.268939870295082,-31.302756707680235,9.094547494754227,17.56863561635205
-29.85760715869249,6.290199050102222,13.895714396981212,-4.979864041227177,12.778800371135535,8.90595606325134
-23.196813126288223,2.424009555347077,5.147862741788227,-3.204001474277904,11.665998276281863,9.538280715468513
-20.4144632900874,8.255696615212043,1.3849121489509535,-14.274808071924792,2.318237854825127,10.062535563935663
-20.901882273762187,6.306143247346633,5.275303928450269,-11.551311735195664,21.633103426814948,3.205000957338725
-41.1380963244602,3.967763699593543,10.224298009713928,-15.214615317377657,16.730377729474025,23.068196923419183
-18.0428101848181,-0.4025338201670858,2.9313844435788976,-12.261966521129494,8.694361493714682,5.263818863925064
-15.094350708607504,9.275735366721705,4.500528198077556,-11.305589056899862,7.414557053803655,8.500085331134615
-57.37020697490963,14.393311051055903,6.691314352448172,-1.8369736486684187,6.677539398020024,15.936369166229104
-38.17310801035863,8.160207671260519,4.793405909021233,9.269161369081363,4.628533815118451,6.3779744934303375
-28.013344179791872,13.58550200611687,12.518532463522572,-13.706579701252505,24.34501066218055,15.137468328863227
-16.05470802363761,-0.8346204364367265,1.0211622337044393,-2.309679487835047,20.930597514148324,12.743717870302948
-25.55556544600873,5.400064183956106,5.488417973916736,-7.018369194601948,3.1297581669234766,4.781649605140932
-31.69314507634884,0.8071079590737971,21.457314746944444,-6.524142516182979,12.251188186748555,9.443474482988343
-16.624867629376034,6.578422569907634,13.400596044775227,-3.7178313467344566,13.62721193261634,14.099793798037814
-14.7304632084187,10.83842531133692,6.711691159879244,-1.381328186044415,12.011387804837888,5.562161539628317
-5.229405617002937,9.251922041436076,15.219803119565782,3.652487286358905,13.683328825622336,6.692371879744184
-30.35903563259989,14.424025089507644,11.497492233655208,-3.186407615890447,6.881617460727279,12.251411724145239
-47.86416517784396,3.138883986089747,7.5309508329264,-14.330426378876858,8.506327294573097,2.748655315281435
