corn @ global warming potential (GWP100) @ 12.6,bread @ global warming potential (GWP100) @ -11.69
20.804089895832924,-24.82206150740015
14.955455589977495,-4.883073639065776
8.244488411814121,-11.191109835817644
9.813864576370463,-18.34190317464126
10.345812779048215,-8.778721196634798
15.771324187251313,-7.679468387479914
14.78098804407345,-11.9166131275659
15.290399938567372,-22.460249993477888
23.27111330724212,-9.693098332405258
9.949641891948275,-5.278426086563464
6.554492004119857,-8.763675132225764
2.4306197760561172,-8.426180667022738
5.565679822357853,-14.548140449624448
6.737657366835403,-24.392061615457585
14.073349529334656,-9.651374647627234
15.692866848225911,-25.24765646971437
23.07063166713518,-8.626244828483909
18.953157222867734,-7.8500284840348415
11.778919548417223,-19.195424421485384
17.11638724141781,-11.950878954027385
7.4428268363866446,-7.306156517369261
8.684602812855516,-0.8141825312820608
14.064890702295559,-2.087875769028207
6.191862629139484,-15.901667401302587
11.92711442916177,-18.853321835830656
19.607401409605938,-0.6966679097601389
15.307948653255593,-17.953322018309038
17.1475150632747,-2.0578268912513185
4.244961736107841,-3.262416265501934
13.697375646986899,-24.170001935836623
14.636836008499337,-15.660935763854496
11.996352363049429,-12.528055923811356
10.79411719779577,-25.686269139108425
7.54159420645305,-11.509636786236085
17.365830207500533,-10.90395597889718
21.69423572467779,-3.904946363029952
7.518236969442962,5.608178508509424
11.04642604985408,-3.36062270284566
4.024724954438047,-6.140310636678357
6.124718824020945,-24.71246442290563
2.5402537685654156,-7.626484480486276
9.877466151415861,-8.979550655548426
2.5949213669332405,-9.69187562032479
8.8944449477355,-5.560302922745811
21.651668062696068,-3.741495711946984
6.434132210251152,-7.014586851109383
14.007094880194906,-22.275311052856495
31.57136614444862,-1.8254935529129532
8.668485261487833,-7.432465575298091
21.478312873905274,-28.467705901745504
4.361582496875925,-18.938409125876763
15.060202640138888,-5.127889938476124
13.833297727658785,-13.307297988513016
16.419784424422755,-18.88927099108267
21.538767184225698,-3.546904216058424
14.901031318894393,-17.58264342414182
5.629483382432033,-10.383601060921356
14.624186534635287,-0.6929577653419479
8.88623790662586,2.0940682692168657
12.10075522833969,-12.27210580963319
9.593213726416561,1.701640337336184
18.685141781460068,-22.0679877687518
6.483570415179168,-17.923071346216265
16.558685193663695,-7.870446220073802
14.49319471277171,6.565581641194296
8.425428301495902,-21.92898520318436
24.129677375309775,-6.956687281528762
8.053531293208405,-12.724571831595842
9.115615219552474,-11.321659353479784
24.413366314718882,-0.9568330887887956
15.405899614447803,-16.103580865378078
17.08165676969916,-5.494993806859475
8.849805848038043,-18.505829146534715
23.971420623307893,-11.43153357446437
10.47381325354474,-14.67379468671309
6.339090857485587,-18.771717848040623
23.063226548835587,-7.727404738126798
8.257938086939776,-4.547946113118961
17.13589525571378,-7.992842904718191
13.410102400979902,-11.535553834659805
12.399784550314733,1.0362187506213427
16.888746208196387,-18.41805655297944
25.843055042261604,-6.082049199663612
26.280438751380977,-18.43879376291491
15.38649640459399,-1.048066920321391
12.97475501331093,-1.8918444995363453
19.81356454361091,-3.2742920373461164
12.229220612999658,-13.299436659567146
19.98057216862611,-28.24823203169072
7.245004677055825,0.2151360738638832
13.029424656513392,-26.57343146735895
8.584778442927202,-45.9156598286053
17.630203890217192,2.8885009218550737
26.429785889244545,-2.198640779026612
8.337318899002405,-20.75434828983986
24.818358645505516,-14.01208753515109
11.535071118816433,-15.08271933883454
10.111833873619897,-3.90880160869606
22.735096151781576,-19.46306524306305
19.485371422018954,-16.24481214763913
