bread @ global warming potential (GWP100) @ -26.17
0.43835203598801264
-2.0594990919349385
-3.874599272004474
-4.57843354283184
-4.803124474677335
-5.146165201866839
-6.609719132093996
-6.663216376408719
-7.15675944429882
-7.2651491480714725
-7.441577293902806
-7.633431058411366
-7.640089189737525
-7.97256071202837
-8.340472407739417
-8.408416394515037
-8.423269166117002
-8.453256414595106
-8.799090041866465
-8.878231793893407
-8.947401992257676
-9.056989130507969
-9.411150341042323
-9.725802215134813
-9.76792743052443
-9.813372936450765
-9.911429485170977
-9.943398661721512
-9.976653577301441
-10.120042422099907
-10.258905798081624
-10.371684411542857
-10.515410189150412
-10.608800123390969
-10.617112409009096
-10.644696434268438
-10.739595347729153
-10.865490719149289
-10.922516252940868
-11.196419546344638
-11.621898059951583
-11.744396259878265
-11.784194586338977
-11.86500432195953
-12.20802864528401
-12.370819609586292
-12.500187511527919
-12.546880857509507
-12.58338459439506
-12.600799323641485
-12.635692611589985
-12.71547170384365
-12.735578159390695
-12.892421524485352
-12.945742548665535
-13.198086889789312
-13.448840882689314
-13.54892419721838
-13.578111627253685
-13.678150036137481
-13.680936404294012
-13.76585270376028
-13.79242954999432
-13.86792028080703
-13.87830979038124
-13.896848125827004
-13.989917165156594
-14.032444943994502
-14.036776573780505
-14.079678389981446
-14.23611158107629
-14.241721637845828
-14.376950158760982
-14.434339080552576
-14.50565566648035
-14.509813395337813
-14.5169084809025
-14.518324201270037
-14.538397733124963
-14.540051344510935
-14.552769278928677
-14.586533685566913
-14.595946475805878
-14.640815753635685
-14.65300936135714
-14.653395451989084
-14.693805743339183
-14.720635479625827
-14.737226917187819
-14.744490074073994
-14.798526248541929
-14.804732343037205
-14.922307301048777
-14.955922294679457
-15.050646846565833
-15.13164083738626
-15.178435400050398
-15.225748312430639
-15.240446727085676
-15.29832807189818
-15.399537067640278
-15.429336210852423
-15.57945611628249
-15.580916283495586
-15.617378180449359
-15.622480030144466
-15.6498144361925
-15.685084960302115
-15.691610096347667
-15.761542790265757
-15.77732140971731
-15.808928645603375
-15.819801869219052
-15.852616745502477
-15.90132572552815
-16.029286683618178
-16.067416074403678
-16.103781628181643
-16.106877010210972
-16.131688622039917
-16.222545433323436
-16.26279729397116
-16.28612321849056
-16.292638699092404
-16.449082259481
-16.478105481926093
-16.51006681019422
-16.512438289307767
-16.527829578393494
-16.551656545658265
-16.552449038128376
-16.575709297092622
-16.71647847708333
-16.73401562952546
-16.846057894255665
-16.864254565881588
-16.87209965122546
-16.885329950271917
-16.906500766626543
-16.925512522077046
-16.95881355154223
-17.052086032478257
-17.05901048472499
-17.064150121648122
-17.171129013819282
-17.171970450327414
-17.22143242812678
-17.22223603009435
-17.304737785518896
-17.312643060083445
-17.483130195329675
-17.489561473233216
-17.555570248844884
-17.598296947749063
-17.631025816687604
-17.631036715566815
-17.742463389550814
-17.77187428851167
-17.823266481737182
-17.84341409533573
-17.86301159584236
-17.872983756625423
-17.964123251356952
-18.048887375953477
-18.053971609819914
-18.084390126077984
-18.09492707634795
-18.100172070430403
-18.10083411871095
-18.11178932463824
-18.113058042288067
-18.16894166554382
-18.20540966389546
-18.287938502956376
-18.314336893451063
-18.316312713927406
-18.329486311100585
-18.33902454950877
-18.39194652381169
-18.393064900191952
-18.431625663591454
-18.448886276049187
-18.463468758349354
-18.51754557292948
-18.564698017454965
-18.566872941241346
-18.572719289084116
-18.578816433327965
-18.608841552175623
-18.656759629974015
-18.71214624107838
-18.742029210892976
-18.884577954646566
-18.90996066649133
-18.958039311957055
-19.01399827361295
-19.031382011724922
-19.031794170456916
-19.0539677836945
-19.104907453694068
-19.14493373752741
-19.153469652091996
-19.196523280840115
-19.203207055391918
-19.23392762813036
-19.317582342734152
-19.345771639175513
-19.42698093897515
-19.450077779795812
-19.515537568612054
-19.52381956509447
-19.597997235051402
-19.608020628663937
-19.67710545541479
-19.677467988510063
-19.678650917706232
-19.678988801057223
-19.687077063854538
-19.788389139529546
-19.792102162901312
-19.809799713926736
-19.864519567896288
-19.873685464078665
-19.881304084810715
-19.951036904785802
-20.0103717214547
-20.127314702603847
-20.17461703011709
-20.209346314858742
-20.249188060948093
-20.270630784333026
-20.291950984970924
-20.29667741066242
-20.329275372389425
-20.38143347109788
-20.38357514980812
-20.399095286208535
-20.42908233195695
-20.435112234778543
-20.457700178809034
-20.46209608947962
-20.486113433314692
-20.48688607554292
-20.500383153531825
-20.50278425073011
-20.51071650638998
-20.52859702942674
-20.531904012668615
-20.53640327253407
-20.587184884020807
