bread @ global warming potential (GWP100) @ -11.69,corn @ global warming potential (GWP100) @ 5.99,corn @ global warming potential (GWP100) @ 12.6
-14.216981258898336,8.531033487575503,9.846657752569408
-3.785016133631766,3.627021606214432,14.16529344352478
-14.93116859951092,1.757099984310643,14.198995630424164
-4.661124837571599,8.482604166539039,7.8048823710437025
-27.264318463016657,7.596822992256636,12.790818148210697
-16.637945198961297,6.865538547627811,9.370875325333706
-18.211133484723703,1.630840375514247,15.03671622222847
-20.93109506293938,7.527401370061204,12.857322494239732
-4.3004621364926985,2.4031338932436497,17.452527333298367
1.252819004649865,7.596494317674951,13.186247730765587
-2.5290361701267123,3.393046939937268,18.091529924772175
2.073934947683316,11.068881226155272,16.802916083062044
-24.402377544422823,6.108352588721555,11.379199848687406
-16.7406986971222,6.495401748971766,18.507038026380123
1.1323173329656644,7.094447871509905,20.434740901097786
-8.12365489233276,8.587123787613889,10.370772404287933
-14.396698735460587,9.228400551997495,10.941007350773646
-23.27683552377833,18.37363269640812,16.828167940035122
-6.1115256225602685,11.37307184986116,11.000335486747225
-5.0158552081154575,7.083244592990763,21.098478831677113
-8.392805266003187,5.538983553641058,12.203520446374325
-8.831688283581114,5.301443487159828,11.633455243273492
-14.757106488726016,9.851624691845164,6.405889969130788
-19.28927514664067,5.366094509228811,9.513287060021716
-13.834227850061223,1.994139694005069,23.14791905188654
11.136601879071266,6.592331755623069,9.671048397338591
-19.248344535991336,21.98215472115793,11.610501002522295
-14.61070216321702,10.876824681129762,13.870640558061286
-15.436557154124568,6.284940409077236,17.028956258929174
-9.927587076163867,8.762956776635924,7.464998881119041
-3.963022638163388,2.465598507531436,17.18615437390914
-15.890047520166098,5.554265494910087,9.127563331832436
-7.500556496651441,3.993034759024803,18.698176976234254
-8.596076553982611,2.110641752146248,12.33300056501971
-18.824984432338223,5.105140648942296,19.75671393526897
-13.239715525143591,5.66237968611015,12.50369328095128
-15.059216520757166,6.120771735022963,15.930602608417175
-13.54686874084728,9.64965948841541,14.28549906132747
-11.91058383001664,5.605747236975353,13.788211931746353
-16.795831626291182,12.139743794884197,15.44051044823749
-14.95841749229242,5.603384962496991,3.704949119494393
-10.678658433750888,6.959289146725787,25.248385044790865
-22.12136813313792,6.041834326394699,49.84487489374587
-9.726848183202913,3.818058246007226,14.3960806446355
-8.910343892604898,5.5563055277878295,8.28051203953754
-1.2514287666012076,13.55923077324172,22.826284491399228
-13.072146345182867,6.476943567172591,-6.941728769495519
-7.814405288058012,6.175012830143338,14.289971308968827
-8.556558515445118,9.096995611660054,10.364309231794541
-6.52163348033686,0.7412167042136026,7.617149415830255
-19.726650033610284,7.703960587573384,8.38295708881001
-9.76717651970166,3.1345238760245664,7.1045952052584145
0.7075100130040592,8.44027956014931,9.968115566680181
-15.509948968277056,8.214511316300772,7.822157131585579
-8.819490183788957,11.384065426628556,11.32913845562683
-2.20464371029456,4.854522067682203,4.428593172415182
-1.6808660961875024,8.264833870178435,4.072328343388046
-14.925367262568631,3.162933757668416,16.266884452840426
-7.660060816851525,5.343596284455246,13.446889215962027
3.571758440392111,4.937538179455075,13.130732748689908
-13.067865473857502,7.907385942759017,17.84725592309376
-12.366889361182022,5.662876590313791,3.9663494760446882
-20.211989922696123,10.493237568147872,18.12577084471177
-8.064758581623597,5.444156088325819,13.443987476026381
-6.68183707407842,7.588665260436836,7.321553346276566
-5.5038679937742,6.418693097867161,23.822459288705026
-12.039699365606396,3.672839907663617,10.208386959282272
-11.575850960097252,7.77377787983875,29.13665056948239
-18.60331134337213,2.921156402825576,23.465615092214296
-3.3888186993627443,3.565084218218776,11.784373233383835
-23.218730938860546,2.585806047897151,8.956836227149607
-6.409329102517198,11.053911020607671,17.555376693891237
-8.90068336230309,4.75528386883134,10.887570219729898
-9.444040648487572,6.770042126164137,26.53672951911627
-10.119793428444122,8.484241051173507,10.848246016303182
-7.705830948912228,11.823073976003638,20.02989738891072
-11.59861446924032,3.770007149588014,9.569586894523049
-4.207197577094277,8.85810685319312,22.204669337893726
-3.7392412345242647,8.34340500440894,1.9502333409839947
-15.397830935760537,6.735325799423199,6.237141777187921
-18.004005331528994,15.86504497615492,9.698193072793215
-10.75046969792325,4.066865907292769,14.018453774296614
-21.24080657837083,5.354072354261146,18.09287900637976
-13.649940080325916,8.234475084226082,7.546636260197854
-11.009523732220169,-3.471939067535227,11.758487401130662
-16.033051029797015,8.416074415221555,11.347702395318054
-9.037865245706348,6.910400732312056,14.228571778856422
-26.50669713901929,2.966165714290094,16.099759965056762
-16.382586346456407,10.03604275805223,7.609574123536159
-4.4424620993782895,6.902897334334254,9.885807904070274
17.147500529441295,9.333592378395918,14.806593810573187
-8.214852714576987,3.1066945594690805,8.04215653168885
-11.331755679909064,-5.464795813210591,6.678911744689032
-18.702653127634917,9.53670890550041,26.121704374495017
-14.044879328988564,10.69683411941842,16.184550931096144
-21.17381759678109,2.6980502898259227,33.15207658755941
-19.66126905231081,3.867645041422128,12.362898465988765
-1.3892047593042536,3.867616824873999,12.38708348911495
7.439561661766461,6.856078967889673,16.087280788151602
-15.249513733382225,4.949373926432045,8.80392011117628
-6.102722651917913,4.284885899973071,17.94100592582706
-9.626064867523976,5.540809459727207,5.41968719782146
-17.697092417606818,6.733904022217093,15.778867117171915
-16.56334058516194,9.01044859871534,5.732018922339959
-2.7377812631052283,10.793861325800783,20.743375293319296
-30.57860893103664,10.696762356850678,6.658566254482896
-1.470005358507322,11.970542049594457,13.836570211972987
